Nom;Code gare;Position Géographique;Localisation;Etat de fonctionnement;hauteur;adressesDNS;dateMiseEnService
EPMR - Quai 2;a3c1caa4-5a2b-4b84-a1ba-b1ac84f1cea1;46.209187, 3.430614;Souterrain / Voie B et C;INCONNU;0.0;;2014-01-01T00:00:00
EPMR - hall 2 face voie 17/18;db3c1d28-2b95-43df-ae9f-5418a778abe0;48.839565, 2.318022;Hall 2 face aux voies 17 et 18 / Parking;KO;0.0;;2020-11-25T00:00:00
EPMR - Batiment Verriere - Extérieur;002271ab-2ed4-4eaa-aed1-d1db7a81f230;;/;INCONNU;0.0;;2018-01-01T00:00:00
EPMR - Quai BV;18046324-7a3f-4b47-9526-503c0ff397f2;48.544086, -1.7502906;Quai / Hall / souterrain;KO;0.0;;2010-01-01T00:00:00
EPMR - quai 1;c4d23b58-4af8-4e23-ae30-5acf23709144;;Souterrain / Voie A;INCONNU;0.0;;2020-01-01T00:00:00
ASC.PMR 2046 Quai 2 Voie 2/4;bc9268a6-acb1-451e-afe7-395a5ec6dae5;;Voies 2 et 4;OK;;;
ascenseur - Bâtiment Voyageurs;1d9e055c-66f3-47df-9d08-2a2502f92ff7;;Hall / Souterrain;OK;0.0;;2015-09-23T00:00:00
ASC.PMR 4531 ACCES VILLE;5f66f158-a879-4187-8f9a-268a4f11c846;;Bureau de vente;OK;;;
Ascenseur - Triplex EOLE - AS1C - Mezzanine <==> Dalle routière;70835097-e1ff-4138-86e1-4758ed173ed6;48.880966, 2.3577201;Hall 4 - Niv-2 - Mezzanine banlieue / Niv+1 - Sorties 1 et 8;OK;0.0;;1996-01-03T00:00:00
Ascenseur - Desserte quai central;b0fe443a-6bbe-444b-adb9-691b615e9a5a;;Quai central / Passerelle;OK;0.0;;2008-01-01T00:00:00
ascenseur - Voie A;60f06471-e933-41d2-9a7e-66971309c217;48.373787, 7.5843315;Voie A / Souterrain;OK;0.0;;2007-01-01T00:00:00
ascenseur - Mariotte;7be8e806-878f-4cd0-8a4b-0a068b85c474;47.322132, 5.0301747;Voies A et 37 / Rue Mariotte;OK;0.0;;2012-01-01T00:00:00
ascenseur - quai voie 3;ded1a773-b7d6-4c70-b9e9-f154e65be849;;Voie 3 - Repères A à E / Porte Rhône;OK;0.0;;2019-03-25T00:00:00
ascenseur - Voies C/E;88ab44f6-65e0-4524-98d3-7d18d06b8b69;46.11043, 5.825599;Voies C et E / Souterrain;OK;0.0;;2010-01-01T00:00:00
Ascenseur - quai 5 voies I / J;7be8e806-878f-4cd0-8a4b-0a068b85c474;47.322544, 5.026945;Voies I et J / Souterrain;KO;0.0;;2021-01-01T00:00:00
ascenseur - Quai 4 voie F;803b5973-6581-4d53-8ce6-8a7c74b9bf67;45.191288, 5.7137713;Voie F / Souterrain;OK;0.0;;2009-07-01T00:00:00
Ascenseur - Voies 1 et Z/Souterrain;89f3477b-4263-408f-a661-1b428ce416ea;;Voies 1 et Z;OK;0.0;;1991-01-01T00:00:00
ASC.PMR 1026 Voie A/B;6cdeb0f2-f5c7-4a30-b43a-abcc88367dbf;;Voies A et B / souterrain;OK;;;
ascenseur - Quai D;0eaaf6d2-78a8-48f5-8bd7-9d53604cf32c;;Voie D / Passerelle;OK;0.0;;2018-07-01T00:00:00
ASC.PMR 3031 Quai A;5c9a84de-6048-4d9c-9d9d-272ef5d90c2c;;Voie A / passerelle;KO;;;
ascenseur - Hall des pas perdus;270e6cc2-d881-4c1c-aa97-1ad95026576a;45.748444, 4.825656;Hall niveau 2 / Hall niveau 1;OK;0.0;;2010-07-01T00:00:00
ascenseur - proche CPS + accès zone public;803b5973-6581-4d53-8ce6-8a7c74b9bf67;;SOUS-SOL CDT (R-1) / RDC HALL BILLETERIE;OK;0.0;;2016-01-01T00:00:00
ascenseur - Passage souterrain BV;8c1b4934-c835-49f5-bfaa-1ec55cbdbd7c;50.28694, 2.7815638;Hall / Souterrain;OK;0.0;;2007-01-01T00:00:00
ascenseur - quai 1;cb99ee57-ef78-4b99-8c4e-37e8868d013b;49.17485, 1.3521266;Voie 1 / passerelle;OK;0.0;;2013-01-01T00:00:00
Ascenseur - quai  voie 1;b1f5fde1-acda-4cda-b053-fddd5d32e68d;43.515057, 4.98033;Voie 1 / passerelle;OK;0.0;;2021-11-22T00:00:00
ascenseur - quai 1;43e28f5c-90c6-4d11-8e72-74afde674f18;;Voie Q1 / Passerelle;OK;0.0;;2021-02-02T00:00:00
Ascenseur - quai central;251db866-99dd-462c-baf5-2aadbee290cd;;Voies 2 et 4 / Souterrain;OK;0.0;;2020-09-18T00:00:00
Ascenseur - Quai voie 3 (BV) - N° mainteneur : 1258384;a9d5b415-d380-4bf0-bab2-e9910cc0e265;43.284832, 5.5160484;Voie 3 / passerelle;OK;0.0;;2011-02-01T00:00:00
Ascenseur - Accès Parvis Nord / Passerelle;692b38d1-8d9c-42c9-b39b-6f8970a41409;;Passerelle / Accès Parvis Nord;INCONNU;0.0;;2024-08-22T00:00:00
ascenseur - quai 1;4b200ab1-c779-411c-87e4-a7e60ceab30c;48.755825, 7.64192;Voies A et B / souterrain;OK;0.0;;2007-01-01T00:00:00
Ascenseur - BV / Voie 2;4574abab-6e64-4597-802c-8b53a3ef78d8;;Souterrain / Voie 2;OK;0.0;;2024-04-30T00:00:00
ASC.PMR 2202 Voie 3/4;6fc317ff-4a94-4407-b9bb-dd4f6bec000e;;Voies 3 et 4 / hall salle des pas perdus;OK;;;
ASC. 9403 SGR;c2dbe82c-97eb-4f06-8111-1e8447e44fff;;Sortie gare routière;OK;;;
ascenseur - Quai 4;b6e18100-d3f6-4702-b661-031af45630e5;45.152035, 1.5286847;Voie E et Voie F / souterrain;OK;0.0;;2013-11-17T00:00:00
Ascenseur - Quai 2;7961b3df-0a9f-45ac-9eff-d15777953822;;Voies 2 et 4 / Souterrain;OK;0.0;;2020-09-08T00:00:00
ascenseur - souterrain/parking;551bef2a-5047-4cc9-9d9f-37303100a8b4;46.126637, 3.4317677;Parking / Souterrain;OK;0.0;;2014-12-18T00:00:00
ascenseur - Salon grands voyageurs et accès ERT;2df9f83c-36e9-48f3-b6a5-4bd45aeb91fe;;Salon grands voyageurs / Hall;OK;0.0;;2015-12-16T00:00:00
ASC.PMR 4023 Voie V.2IN V.2;8ea049ab-b432-423d-a171-edf75fe75f28;;Voie 2;OK;;;
ascenseur - A6 : Quai 4;3a8d2e95-4378-4d72-ba9b-0e082dfb8916;43.604233, 3.8808055;Voies F et 13 / terrasse sud;OK;0.0;;2013-06-18T00:00:00
ascenseur - Passage souterrain quai 4;8c1b4934-c835-49f5-bfaa-1ec55cbdbd7c;50.286613, 2.7820358;Voies 8 et 9 / Souterrain;OK;0.0;;2007-01-01T00:00:00
Ascenseur - Quai voie 1 côté BV Direction St Malo;4d086d32-764f-4f43-82b3-63ffd62b6eef;;Voie 1 / Souterrain;INCONNU;0.0;;2017-11-01T00:00:00
Ascenseur - hall de le gare;07ab99b3-d90e-4f12-8af8-f17a6d9fef58;;Hall / Souterrain;INCONNU;0.0;;
ASC.PMR 1035 A.PASSERELLE;d13443a8-177e-4d82-886c-fde86f5d4882;;Passerelle;KO;;;
Ascenseur - Quai voie 2/4;e2bd6be2-549f-4e99-bcc8-1688dd2d8b3f;47.68093, -3.004161;Voies 2 et 4 / Passerelle;OK;0.0;;2021-06-11T00:00:00
Ascenseur - quai 2;7f7eb022-92df-48ec-a577-51f5225609d9;50.753628, 2.2676985;Voies 2 et 4 / Souterrain;OK;0.0;;
Ascenseur - 20041949 Voie 2;f07ba0be-e405-4013-bba5-c819741ff790;43.554085, 7.0193934;Voie 1 / souterrain;OK;0.0;;2016-04-01T00:00:00
ascenseur - Passerelle;5524b91c-77ec-4b4a-b821-1bccec54446a;46.669685, 0.37836856;Voie B / passerelle;KO;0.0;;2000-01-01T00:00:00
ASC.PMR 3052 Voie E;1f5603b6-f782-4765-9e5d-90c3ac8e4e1a;;Voie 8 / souterrain;OK;;;
ASC.PMR 1136 Quai 2 Voie A;da849050-03d5-46e6-bc5c-a0004d2d796d;;Voie A / passerelle;OK;;;
ASC.PMR 3576 Q.Central;d7b29aa7-53bc-48df-9ef0-c6675c410208;;Voies 1 et 3;OK;;;
ascenseur - quai 1 voie 2;e3c233f4-5f5c-4f61-b4a5-77597178dad3;48.642765, 4.9471655;Voie 2 / Passerelle;OK;0.0;;2014-02-01T00:00:00
Ascenseur - Quai 1 Voie A (coté Parvis Sud) / Passerelle;692b38d1-8d9c-42c9-b39b-6f8970a41409;;Passerelle / Voie A (coté Parvis Sud);INCONNU;0.0;;2024-08-22T00:00:00
ascenseur - quai N°2;cee9c428-7a56-404b-a507-687c6664bab4;50.37207, 3.0904768;Voies 1 et 3 / Souterrain;OK;0.0;;2015-09-01T00:00:00
ascenseur - Lounge 2;70835097-e1ff-4138-86e1-4758ed173ed6;;Lounge 2;INCONNU;0.0;;2017-01-01T00:00:00
ASC.PMR 1020 Voie E/F;78d83237-d5d8-46e1-9551-142c497da053;;Voies E et F / souterrain;OK;;;
ascenseur - Quai 1 sout Nord;1256d5fe-bbc3-416b-9bf5-184b0b84b2a3;48.585537, 7.734691;Voies 1, 25, 31, 32 et 33 / Souterrain Nord;OK;0.0;;2006-01-01T00:00:00
ascenseur - 01 ascenseur voie 1 Arcachon;97cc4f72-785b-4e21-9013-f0eb50b811c1;;Voie 1 / Passerelle;OK;0.0;;2018-01-01T00:00:00
ASC.PMR 5052 Voie 1 / 1B;1a5f824b-a6b6-4b0c-a9ac-7ea587c081c9;;Quai 1;OK;;;
ascenseur - quai 2 bis;c2f3e2e0-44f8-412f-aa46-9a8c60ff1622;;Voie 4 / souterrain;OK;0.0;;2015-05-04T00:00:00
Ascenseur - Quai B;9cbfd9b8-d8ae-4597-adc2-d0bb1e74421a;;Voies B et C / souterrain;OK;0.0;;2018-10-17T00:00:00
Ascenseur - BV- Accès quais voyageurs côté parking;501f3e05-8067-4b54-9897-5fb8ba6564f9;;Parking / Passerelle;KO;0.0;;2005-06-15T00:00:00
ascenseur - quai voie 1;c537322f-c6e7-4a45-a664-2dbc2c59a802;43.136375, 6.0349164;Voie 1 / passerelle;OK;0.0;;2015-12-01T00:00:00
ASC.PMR 1027 Voie C/D;6cdeb0f2-f5c7-4a30-b43a-abcc88367dbf;;Voies C et D / souterrain;OK;;;
ascenseur - quai 3;0d1f6d5b-15a8-4d08-9474-2ca0bc17bd2e;;Voie 4 et Voie 6 / passerelle;INCONNU;0.0;;2019-05-29T00:00:00
ASC.PMR 2052 Quai 3 Voie 5;17e19f72-a1d8-4b3e-b7ff-059ed7448af6;;Voie 5;OK;;;
ASC.PMR 4529 Quai 1 Voie 2bis;83e56b2d-2a19-4aaf-ae77-4aed01341253;;Voie 2B / parvis;OK;;;
ascenseur - quai 3 voie 2/4;b4cdf5a5-42e6-4016-923d-d6356f8ff226;46.58281, 0.3330036;Voies 2 et 4 / Passerelle;OK;0.0;;1995-01-01T00:00:00
ASC.PMR 1135 Quai 1 Voie B;da849050-03d5-46e6-bc5c-a0004d2d796d;;Hall / passerelle;OK;;;
Ascenseur - quai 2;3408023f-e7b9-47e4-8777-b85512d7f9e4;48.73863, 7.05198;Souterrain / Voies 2 et 4;OK;0.0;;2022-03-01T00:00:00
Ascenseur - Quai 1;6ddf0e1a-aa3d-41c7-b3d1-a9f3fbec548e;;Voie 1 / passerelle;OK;0.0;;2021-02-09T00:00:00
ASC.PMR 4571 Voie 3 et 4;c2dbe82c-97eb-4f06-8111-1e8447e44fff;;Voies 3 et 4;OK;;;
ASC.PMR 2209 Voie 1bis(opposé BV);c26f35f0-4a42-41d6-b2ac-841b75bb309d;;Voie 1bis;OK;;;
ascenseur - Salle d'échange nord;576279f4-3b59-411f-85d1-fd5d8ca71064;47.247723, 6.021475;Rue de Vesoul / Souterrain;OK;0.0;;2013-01-01T00:00:00
ASC.PMR 4554 ASC5 Quai 46-47;72a0f993-451e-4b5a-bb32-d162e42906ce;;Voies 46 et 47 / souterrain nord;OK;;;
Ascenseur - Quai 3;7d783840-d5ef-4b03-8ecb-50d1dd368e57;47.79798, 3.58573;Voies 1 et B / Souterrain;OK;0.0;;2022-03-02T00:00:00
ascenseur - quai 2;36807c6c-e6c6-4023-bb65-58127291c5c7;43.679573, 4.1312156;Voie 2 / souterrain;OK;0.0;;2014-09-12T00:00:00
"Ascenseur - sortie Charlemagne (ex """"Goldorak"""")";270e6cc2-d881-4c1c-aa97-1ad95026576a;;Sortie Cours Charlemagne / Accès voies J et K / Hall niveau 2;OK;0.0;;2021-05-31T00:00:00
Ascenseur - 20106622  Voie 2;b5b17aac-55e5-4b69-87ee-1b022334af33;43.42356, 6.769083;Voie 2 / passerelle;OK;0.0;;2023-12-12T00:00:00
ascenseur - quai 2;5452555e-c666-4734-a5af-960c4a396291;48.773685, 5.1672673;Voies E et F / souterrain;OK;0.0;;2008-01-02T00:00:00
ascenseur - Quai central;458aa062-bb8d-4d00-b018-77a3fa72c0b0;48.9981, 3.0073;Quai central / passerelle;OK;0.0;;2017-06-19T00:00:00
ascenseur - Quai voie 1;ea12f311-ff7f-4f9a-a259-32d1b5992ccc;;Voie 1 / souterrain;OK;0.0;;2019-07-11T00:00:00
ASC.PMR 5107 Quai 3;2066c463-d350-400c-9c4f-feefd157e01d;;Voies 2 et 2B direction paris / souterrain;OK;;;
ascenseur - 04 voie 2S Paris;5fff0671-e78f-4aa1-af6d-4ba40b84d9dd;;Voie 2S / Avenue Jean Jaurès;KO;0.0;;2016-05-06T00:00:00
ASC.PMR 3051 Gare Routière;1f5603b6-f782-4765-9e5d-90c3ac8e4e1a;;Gare routière / hall;OK;;;
Ascenseur - 10732812/2014 Hall / commerce;f07ba0be-e405-4013-bba5-c819741ff790;43.553883, 7.020052;Hall / commerce;OK;0.0;;2014-12-18T00:00:00
ASC.PMR 4020 Q.C;a0599fdc-e75f-4518-b4ed-6c8a80b1fb72;;Quai central;OK;;;
ASC.PMR 4505 Quai B;5bb79be5-eeb0-4cbd-8170-5e901d515bab;;Voie 1 / hall;OK;;;
ascenseur - Quartier des Epinettes;f7cb751f-9d02-43e2-9b60-ba4716372873;46.06171, 6.5829964;Quartier des Epinettes / Passerelle;OK;0.0;;2014-10-17T00:00:00
ascenseur - Quai BV;18c8848e-1cea-4114-879d-f17b3a82e2e4;43.28828, 5.4665914;Hall / passerelle;OK;0.0;;2011-09-01T00:00:00
ascenseur - quai 2 voie 1;e3c233f4-5f5c-4f61-b4a5-77597178dad3;48.642883, 4.947249;Voie 1 / passerelle;OK;0.0;;2014-02-01T00:00:00
ASC.PMR 4533 Voie 1B;83e56b2d-2a19-4aaf-ae77-4aed01341253;;Voie 1B;OK;;;
ascenseur - Voie  B;268c286b-397d-4a3d-9277-f33ff7be29b3;48.543846, 7.588743;Voie B / passerelle;OK;0.0;;2008-01-02T00:00:00
Ascenseur - quai 1;37652d5f-3760-4551-8896-7bb5c36a64ae;46.03077, 0.19055;Voie 1 / passerelle;OK;0.0;;2021-11-15T00:00:00
Ascenseur - Quai extérieur Voie 1 - N° mainteneur : 1258382;a9d5b415-d380-4bf0-bab2-e9910cc0e265;43.284615, 5.5159974;Voie 1 / passerelle;OK;0.0;;2011-02-01T00:00:00
ascenseur - Quai opposé au BV (Direction La Rochelle);550d133f-4284-40fb-b959-8d6f195fb26a;;Voie 1 / passerelle;OK;0.0;;2017-08-01T00:00:00
Ascenseur - Voie 1 coté BV / passerelle;a402ace8-44cb-4cdb-b882-52822f822b41;;Voie 1 / passerelle;OK;0.0;;2023-12-13T00:00:00
ascenseur - voie 2;92974b95-e489-4c70-adba-8f76c48e11a3;44.393124, 0.31383416;Voie 2 / Passerelle;OK;0.0;;2011-01-01T00:00:00
ASC.PMR 4102 Quai 2;5707ccc9-dcff-45f9-b1de-74a188e8c351;;Voie 2bis;OK;;;
ascenseur - 02 asc voie 1 bordeaux;5fff0671-e78f-4aa1-af6d-4ba40b84d9dd;;Voie 1 P / Avenue Jean Jaurès;OK;0.0;;2006-01-01T00:00:00
Ascenseur - quai 1;3408023f-e7b9-47e4-8777-b85512d7f9e4;48.73852, 7.05215;Souterrain / Voie 1;OK;0.0;;2022-03-01T00:00:00
Ascenseur - VOIE A direction Cannes;85e999cd-f941-45f9-aa44-a7ffbd92dbae;;Voie 2 / souterrain;OK;0.0;;2023-10-01T00:00:00
ascenseur - quai 2;cb99ee57-ef78-4b99-8c4e-37e8868d013b;49.17495, 1.352227;Voie 2 / Passerelle;OK;0.0;;2013-01-01T00:00:00
Ascenseur - quai 2;b433b5a8-ab56-4282-b45b-f6f2b4754e61;48.25994, 7.4423337;Voies B et C / souterrain;OK;0.0;;2012-01-01T00:00:00
ASC.PMR 2601 Quai opposé BV Accès E2;a99d412a-f97a-48ca-94fb-9867166c2f76;;Quai opposé BV Accès E2;OK;;;
ASC.PMR 3058 Voie 2;6dcc686a-140c-4b85-b54f-43196e52f92b;;Voie 2 direction Paris;OK;;;
ascenseur - quai 1;5df6f50f-7229-4615-94c0-3ae4d94c21c1;49.50456, 4.370049;Voie 1 / Souterrain;OK;0.0;;2007-01-01T00:00:00
ascenseur - Quai n°3;5d5ece4d-8cc9-4877-b797-76707642504c;43.128567, 5.9300656;Voies D et E / souterrain;OK;0.0;;2014-06-27T00:00:00
ascenseur - Quai 2 - Sud;9d38a76e-18d1-477c-868d-5a0fb62c267a;45.76695, 3.1342087;Souterrain / Voie B;OK;0.0;;2013-07-01T00:00:00
Ascenseur - quai voies 5/A;a99c4503-7fa0-4176-b908-74f5e50cba32;49.685173, 1.7742709;Voies A et 5 / Passerelle;OK;0.0;;2012-06-01T00:00:00
ASC.PMR 1051 Quai 1 Voie A/B;a9c6b85e-6fc2-440c-a69f-a4165179253e;;Voies A et B direction Chelles;OK;;;
ascenseur - Quai 2 sout Sud;1256d5fe-bbc3-416b-9bf5-184b0b84b2a3;;Voies 2 et 3 / Souterrain Sud;OK;0.0;;1992-01-01T00:00:00
ascenseur - quai 2;d3fe01ae-2955-405f-ac7a-919997afd63b;45.970608, 4.3269753;Voie B / Passerelle;OK;0.0;;2015-02-04T00:00:00
ASC.PMR 2252 RERC;f43a07d2-1ffd-40a6-8df1-73cecee32f10;;Hall / quai / passerelle;OK;;;
Ascenseur - hall 2 - quai 8-9;db3c1d28-2b95-43df-ae9f-5418a778abe0;;Milieu des voies 8 et 9 / Hall 2;OK;0.0;;2018-05-24T00:00:00
ascenseur - quai 3, voies D-E;c2bc7c8a-c799-447a-9d7a-a8b5b3c66cd6;48.955105, 4.3495226;Voies D et E / Souterrain;OK;0.0;;2007-01-01T00:00:00
ASC.PMR 3540 Quai 1;3762b0df-44b5-47aa-8d2d-1b056f326858;;Hall / souterrain;OK;;;
ascenseur - VOIE1 cote BV;f58d32fd-e9d3-466f-8de9-5b320bd1dd43;43.122463, 5.8255277;quai batiment voyageurs / passerelle;OK;0.0;;2010-10-01T00:00:00
ascenseur - Parvis;fbf520f7-3d4f-4c75-8455-90fef3c04a54;;Parvis, Hall et Voie C / Souterrain;OK;0.0;;2021-01-07T00:00:00
Ascenseur - Quai 2 V2 n°11690724;b73b5839-3e0b-4c18-9854-757c6b4cc267;;Voie 2 / souterrain;OK;0.0;;2023-05-15T00:00:00
Ascenseur - Quai central voie 2 et 4;61cf9d9c-ef65-47c2-8bfd-59b79b96bee1;;Voies 2 et 4 / Passerelle;OK;0.0;;2022-02-22T00:00:00
ascenseur - Quai 2-4 (côté Paris);a5bf3b1d-70e4-4873-98ab-9f03a79fa558;49.44916, 1.0949318;Voies 2 et 4 côté Paris / Hall;OK;0.0;;2016-08-01T00:00:00
Ascenseur - Galerie des transports;64efcf12-e3d6-4b82-813b-aa62cdb7810b;47.995686, 0.19245206;Hall nord / Souterrain;OK;0.0;;2008-01-01T00:00:00
ascenseur - 1er quai;a0004f4c-a857-4958-bb74-f7be29026b65;43.72075, -1.0494226;Voie 5 , hall / souterrain;OK;0.0;;2010-10-01T00:00:00
ascenseur -  voie 2;0db3d410-f1ba-4d19-bab5-f5f8e01be2ab;45.817554, 4.1878695;Voie B / passerelle;OK;0.0;;2005-06-28T00:00:00
ascenseur - Quai 2;89f34f06-fa0c-4b4b-bfea-ef38436756d3;46.18403, 5.532869;Souterrain / Voie A;OK;0.0;;2010-06-01T00:00:00
Ascenseur - Quai BV;1545ea84-510c-46b3-947d-ecb5f9c2ccf9;47.841667, -0.3422551;Parvis / Souterrain;OK;0.0;;2013-01-01T00:00:00
ascenseur - quai 3 (coté parking);39e73a75-1a95-4423-9154-41d7aea9bf17;;Voie A / Souterrain et Sortie Parking;OK;0.0;;2019-09-12T00:00:00
ascenseur - Voies EF;d47727ab-a07f-4835-a53f-6961a9123387;45.836235, 1.2675314;Voies E et F / hall;OK;0.0;;2013-06-25T00:00:00
ASC.PMR 3572 Quai E/F;c1ad848f-e403-45b2-bf8d-3948ff48c58a;;Voies E et F / passerelle;OK;;;
ASC.PMR 2015 Voie 1;169321f1-c34a-4202-b896-17e972c83d2c;;Voie 1;KO;;;
ascenseur - Parvis / BV;0d1f6d5b-15a8-4d08-9474-2ca0bc17bd2e;;Parvis gare / passerelle;INCONNU;0.0;;2019-05-29T00:00:00
ascenseur - quai 4 voies F/G;9fa050f0-ffaf-45a1-8d71-dc98ee4c65e6;;Voies F et G / souterrain;KO;0.0;;2019-04-01T00:00:00
Ascenseur - Voie 2 Direction Rennes côté BV;6b4edd01-4014-4d04-8e50-704567fafb0b;;Voie 1 / Souterrain;KO;0.0;;2014-03-27T00:00:00
Ascenseur - Souterrain / Voie D;8f4f1f79-694c-4b09-a153-cad7d092012a;44.298542, 0.3352093;Passerelle / Voie D / Souterrain;INCONNU;0.0;;2024-10-17T00:00:00
ascenseur - quai 2;d56977ff-86c9-47b3-81a2-15b37acfad3c;;Voie 2 / souterrain;OK;0.0;;2018-11-23T00:00:00
ascenseur - quai 1 voie 2/4;a9d553c1-b2c2-446e-a1fe-08a1d8538909;;Voies 2 et 4 / Passerelle;OK;0.0;;2019-04-01T00:00:00
ascenseur - Quai 2 Voie 1;06b1bff6-cc6e-4432-abff-ca90675dc33d;48.765366, 7.851502;Voie B / Souterrain;OK;0.0;;2013-10-01T00:00:00
ASC.PMR 4055 Voies D/E;cb0d0983-2489-455c-b772-7ccdf8220678;;Voies D et E / hall;OK;;;
Ascenseur - quai 2 voies B-C;9a48b3c4-0910-473a-8fcc-b445dddf27a3;47.68093, 5.919571;Voies B et C / souterrain;OK;0.0;;2022-07-06T00:00:00
ascenseur - Parvis/passerelle;74650495-7e7f-43ac-abaa-cbd79a257a0d;46.56185, 3.34019;Parvis et Voie A / Passerelle;OK;0.0;;2011-09-01T00:00:00
ascenseur - Quai D - Brest (ASC 13);e26021bf-541a-4e9e-8e74-66f59ce9bc60;;Voies 5 et 6 Brest / Hall arrivée;OK;0.0;;2018-06-13T00:00:00
ascenseur - Quai 4 (voies A/C);4fc115c3-1b40-4178-9985-190a3520b2f9;45.778324, 3.1007388;Voies A et C / Souterrain;OK;0.0;;2015-01-08T00:00:00
Ascenseur - Quai Central;6851d6aa-a6f9-4ef5-8792-4226e192659c;;Voie B / Souterrain;OK;0.0;;2020-02-13T00:00:00
Ascenseur - 20106623 voie 1;b5b17aac-55e5-4b69-87ee-1b022334af33;43.42356, 6.769083;Voies 1 et A / passerelle;OK;0.0;;2023-12-12T00:00:00
ascenseur -  Halle honnorat entrée nedelec 1 côté Victor Hugo;b0ce193b-0926-4b87-8bf9-f37a1332e9a1;;Entrée parking / Hall honorat entrée nedelec  côté Fac;OK;0.0;;2018-09-01T00:00:00
ascenseur - Quai 3 voie DE;803b5973-6581-4d53-8ce6-8a7c74b9bf67;45.19132, 5.714011;Voies D et E / Souterrain;OK;0.0;;2009-07-01T00:00:00
Ascenseur - 20041949-1 Voie 1 / A;f07ba0be-e405-4013-bba5-c819741ff790;43.554176, 7.019388;Voie 2 / souterrain;OK;0.0;;2016-04-01T00:00:00
Ascenseur - Souterrain / Voie B;34e030aa-eb7c-482a-be4c-9bffc8532700;;Voie B / Souterrain;OK;0.0;;2024-09-30T00:00:00
ASC.PMR 5023 Quai 2 Melun;74b459fa-c74d-4d5f-bb4f-816841d105f2;;Quai 2 direction Melun;OK;;;
ASC.PMR 3201 Quai 1;684f804d-1352-4396-8b70-a2a27fbf4283;;Voie A et 1;KO;;;
Ascenseur - voie AB central;b712bf5c-e4f7-49c5-85cb-0b060a587100;45.18518, 5.785145;Voies C et D, sortie rue de la gare / Souterrain;OK;0.0;;2005-06-01T00:00:00
Ascenseur - hall 2 - quai TGV 2/3;db3c1d28-2b95-43df-ae9f-5418a778abe0;48.838932, 2.3190181;Milieu des voies 2 et 3 / Hall 2;OK;0.0;;2020-06-09T00:00:00
ascenseur - QUAI 1;71e30c0e-9c3a-449a-9743-44a85d48427e;42.696392, 2.8793607;Voie A / souterrain;OK;0.0;;2009-11-25T00:00:00
ascenseur - Quai 2;8124fc69-cfb2-4661-8796-2a8420819425;;Voie 1 et Voie 3 / passerelle;OK;0.0;;2019-06-01T00:00:00
ASC.PMR 2011 Voie 2;1fdc955f-9f7b-45bd-a462-5971e8704416;;Voie 2 / hall;OK;;;
ascenseur - Quai N°5;cee9c428-7a56-404b-a507-687c6664bab4;50.37207, 3.0910482;Voie 10 / Souterrain;OK;0.0;;2016-06-28T00:00:00
ascenseur - quai 2 voie 1;a9d553c1-b2c2-446e-a1fe-08a1d8538909;;Voie 1 / passerelle;OK;0.0;;2019-04-01T00:00:00
ascenseur - quai 1;0d1f6d5b-15a8-4d08-9474-2ca0bc17bd2e;;Voie 1, Voie 3 , voie 11 / passerelle;INCONNU;0.0;;2019-05-29T00:00:00
ascenseur - quai 1;1d6450fd-c930-4411-8e00-57486b29f6fe;47.510815, 6.8013763;Voie 1 et Hall / Souterrain;OK;0.0;;2016-03-01T00:00:00
Ascenseur - Quai C;9cbfd9b8-d8ae-4597-adc2-d0bb1e74421a;;Voie D / Souterrain;OK;0.0;;2018-10-17T00:00:00
Ascenseur - Voie A/Souterrain;0054eed7-a134-4fca-b217-d65e4d2ea153;;Hall / Voie A/Souterrain;OK;0.0;;2021-02-02T00:00:00
ascenseur - voie 2;7dd1693b-ec90-497a-a549-d46fd2f51a47;45.00626, 0.1588841;Voie 2 / Passerelle;OK;0.0;;2010-06-01T00:00:00
ascenseur - 02 ascenseur voie 2 Bordeaux;909d95d8-f639-408a-a32f-6f0db8fc349a;44.80429, -0.6322416;Voie 2 / souterrain;OK;0.0;;2007-01-01T00:00:00
ascenseur - hall interieur;9a48b3c4-0910-473a-8fcc-b445dddf27a3;;Hall / R+1 ERT via carmillon / R+2 Espace famille;OK;0.0;;2019-11-07T00:00:00
Ascenseur - quai 2;bace1e8a-441b-451d-9d93-f475535678fc;43.49711, -1.47021;Voies B et C / souterrain;OK;0.0;;2022-05-01T00:00:00
ASC.PMR 3557 QUAI 3;2f64ffe6-8d63-4af6-85d8-c59535969dc4;;Voie 3;OK;;;
ascenseur - quai 3;dcb849a2-09bd-41d7-8078-847e85c01e12;49.659397, 3.2967288;Voies 6 et 8 / Souterrain;OK;0.0;;2014-05-06T00:00:00
ascenseur - Voie B;60f06471-e933-41d2-9a7e-66971309c217;;Voie B / Souterrain;OK;0.0;;2007-01-01T00:00:00
ASC.PMR 3093 Quai 1;393e6069-b934-44db-b9c8-1a42c992739f;;Voie 1;OK;;;
ascenseur - quai N°3;cee9c428-7a56-404b-a507-687c6664bab4;50.37207, 3.0906835;Voies 2 et 4 / Souterrain;OK;0.0;;2015-09-01T00:00:00
Ascenseur - Quai Voie 1 (BV) - N° mainteneur : 1287158;763ac8a2-292b-4cc2-8442-cafa496051ee;43.118687, 6.009913;Voie 1 / passerelle;OK;0.0;;2013-01-01T00:00:00
